Name,In-game Description,Parsed Description
"火の魂","火属性の攻撃力と回復力が1.5倍。","Fire Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Fire","1.5x ATK & RCV for Fire Att.","Fire Attribute cards ATK x1.5, RCV x1.5."
"水の魂","水属性の攻撃力と回復力が1.5倍。","Water Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Water","1.5x ATK & RCV for Water Att.","Water Attribute cards ATK x1.5, RCV x1.5."
"木の魂","木属性の攻撃力と回復力が1.5倍。","Wood Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Wood","1.5x ATK & RCV for Wood Att.","Wood Attribute cards ATK x1.5, RCV x1.5."
"Tiny Cheer","2x ATK when HP is full","All Attribute cards ATK x2 when HP is full."
"Tiny Cheer","2x ATK when HP is full","All Attribute cards ATK x2 when HP is full."
"None","","No Leader Skill"
"Magic Circle of Flame","2x HP for Fire & Light Att.","Fire & Light Attribute cards HP x2."
"Grace of Fire","2.5x HP for Fire Att.","Fire Attribute cards HP x2.5."
"Grace of Fire","2.5x HP for Fire Att.","Fire Attribute cards HP x2.5."
"Grace of Water","2.5x HP for Water Att.","Water Attribute cards HP x2.5."
"Grace of Water","2.5x HP for Water Att.","Water Attribute cards HP x2.5."
"Grace of Wind","2.5x HP for Wood Att.","Wood Attribute cards HP x2.5."
"Grace of Wind","2.5x HP for Wood Att.","Wood Attribute cards HP x2.5."
"Grace of Light","2.5x HP for Light Att.","Light Attribute cards HP x2.5."
"Grace of Light","2.5x HP for Light Att.","Light Attribute cards HP x2.5."
"Grace of Darkness","2.5x HP for Dark Att.","Dark Attribute cards HP x2.5."
"Grace of Darkness","2.5x HP for Dark Att.","Dark Attribute cards HP x2.5."
"Robe of Protection","Vastly reduces damage when HP is full","80% all damage reduction when HP is full."
"Robe of Protection","Vastly reduces damage when HP is full","80% all damage reduction when HP is full."
"Rune of Fate","2.5x ATK for God Type","God Type cards ATK x2.5."
"Grace of Mimir","2.5x ATK & 1.5x HP for Water Att. & God Type","Water Attribute cards HP x1.5, ATK x2.5."
"None","","No Leader Skill"
"Dragon Princess's Prayer","2x HP for Water & Wood Att.","Water & Wood Attribute cards HP x2."
"Spirit of Fire","1.5x ATK & RCV for Fire Att.","Fire Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Flame","2x ATK & RCV for Fire Att.","Fire Attribute cards ATK x2, RCV x2."
"Spirit of Water","1.5x ATK & RCV for Water Att.","Water Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Ice","2x ATK & RCV for Water Att.","Water Attribute cards ATK x2, RCV x2."
"Spirit of Wood","1.5x ATK & RCV for Wood Att.","Wood Attribute cards ATK x1.5, RCV x1.5."
"Spirit of the Big Tree","2x ATK & RCV for Wood Att.","Wood Attribute cards ATK x2, RCV x2."
"Spirit of Light","1.5x ATK & RCV for Light Att.","Light Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Lightning","2x ATK & RCV for Light Att.","Light Attribute cards ATK x2, RCV x2."
"Spirit of Darkness","1.5x ATK & RCV for Dark Att.","Dark Attribute cards ATK x1.5, RCV x1.5."
"Spirit of Evil","2x ATK & RCV for Dark Att.","Dark Attribute cards ATK x2, RCV x2."
"Offensive Formation","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Cut off the Retreat","2.5x ATK for Attacker Type","Attacker Type cards ATK x2.5."
"Offensive Formation","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Cut off the Retreat","2.5x ATK for Attacker Type","Attacker Type cards ATK x2.5."
"Offensive Formation","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Cut off the Retreat","2.5x ATK for Attacker Type","Attacker Type cards ATK x2.5."
"Offensive Formation","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Cut off the Retreat","2.5x ATK for Attacker Type","Attacker Type cards ATK x2.5."
"Offensive Formation","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Cut off the Retreat","2.5x ATK for Attacker Type","Attacker Type cards ATK x2.5."
"Godly Wall of Sunlight","Greatly reduces Fire & Light Att. damage; 1.5x ATK for God Type","God Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Evil Flame","Greatly reduces Fire & Dark Att. damage; 1.5x ATK for Devil Type","Devil Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Holy Ocean","Greatly reduces Water & Light Att. damage; 1.5x ATK for God Type","God Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Demonic Ice","Greatly reduces Water & Dark Att. damage; 1.5x ATK for Devil Type","Devil Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Holy Forest","Greatly reduces Wood & Light Att. damage; 1.5x ATK for God Type","God Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Cursed Flowers","Greatly reduces Wood & Dark Att. damage; 1.5x ATK for Devil Type","Devil Type cards ATK x1.5, reduce damage taken by 55%."
"Protection of Hyperion","1.5x ATK for God Type;
greatly reduces Light Att. damage","God Type cards ATK x1.5, reduce damage taken by 60%."
"Godly Wall of Holy Evil","Greatly reduces Light & Dark Att. damage; 1.5x ATK for Devil Type","Devil Type cards ATK x1.5, reduce damage taken by 55%."
"Godly Wall of Light & Dark","Greatly reduces Light & Dark Att. damage; 1.5x ATK for God Type","God Type cards ATK x1.5, reduce damage taken by 55%."
"Protection of Thanatos","1.5x ATK for Devil Type;
greatly reduces Dark Att. damage","Devil Type cards ATK x1.5, reduce damage taken by 60%."
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"Flame Barrier","Halves Fire Att. damage","50% Fire damage reduction."
"Ice Barrier","Halves Water Att. damage","50% Water damage reduction."
"Tree Barrier","Halves Wood Att. damage","50% Wood damage reduction."
"Light Barrier","Halves Light Att. damage","50% Light damage reduction."
"Dark Barrier","Halves Dark Att. damage","50% Dark damage reduction."
"Ice Barrier","Halves Water Att. damage","50% Water damage reduction."
"None","","No Leader Skill"
"Gifts from the Land","2x HP for Healer Type","Healer Type cards HP x2."
"Mercy of the Stars","2.5x HP for Healer Type","Healer Type cards HP x2.5."
"None","","No Leader Skill"
"Gifts from the Land","2x HP for Healer Type","Healer Type cards HP x2."
"Mercy of the Stars","2.5x HP for Healer Type","Healer Type cards HP x2.5."
"None","","No Leader Skill"
"Gifts from the Land","2x HP for Healer Type","Healer Type cards HP x2."
"Mercy of the Stars","2.5x HP for Healer Type","Healer Type cards HP x2.5."
"None","","No Leader Skill"
"Gifts from the Land","2x HP for Healer Type","Healer Type cards HP x2."
"Mercy of the Stars","2.5x HP for Healer Type","Healer Type cards HP x2.5."
"None","","No Leader Skill"
"Gifts from the Land","2x HP for Healer Type","Healer Type cards HP x2."
"Mercy of the Stars","2.5x HP for Healer Type","Healer Type cards HP x2.5."
"Monster EXP Power Up","Receive lots of Monster EXP
when used as Fusion Material","Receive lots of Monster EXP
when used as Fusion Material"
"Monster EXP Power Up","Receive lots of Monster EXP
when used as Fusion Material","Receive lots of Monster EXP
when used as Fusion Material"
"無し","","No Leader Skill"
"None","","No Leader Skill"
"無し","","No Leader Skill"
"None","","No Leader Skill"
"無し","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"None","","No Leader Skill"
"Gunma's Ambition","2x ATK & RCV when HP is 30% or less","All Attribute cards ATK x2, RCV x2 when HP is less than 30%."
"Gunma's Ambition","2x ATK & RCV when HP is 30% or less","All Attribute cards ATK x2, RCV x2 when HP is less than 30%."
"Fertile Energy","2x ATK with 3+ combos","All Attribute cards ATK x2 when reaching 3 combos or above."
"Fertile Energy","2x ATK with 3+ combos","All Attribute cards ATK x2 when reaching 3 combos or above."
"Fertile Energy","2x ATK with 3+ combos","All Attribute cards ATK x2 when reaching 3 combos or above."
"Fertile Energy","2x ATK with 3+ combos","All Attribute cards ATK x2 when reaching 3 combos or above."
"Fertile Energy","2x ATK with 3+ combos","All Attribute cards ATK x2 when reaching 3 combos or above."
"チョコバリア","受けるダメージを少し軽減。","Reduce damage taken by 10%."
"竜の魂","HPが0になる攻撃を受けてもふんばることがある。","While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"竜の魂","HPが0になる攻撃を受けてもふんばることがある。","While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"瀕死バーサク","HP30％以下で攻撃力が3倍。","All Attribute cards ATK x3 when HP is less than 30%."
"瀕死バーサク","HP30％以下で攻撃力が3倍。","All Attribute cards ATK x3 when HP is less than 30%."
"精神統一","木属性の攻撃力と回復力が1.5倍。","Wood Attribute cards ATK x1.5, RCV x1.5."
"精神統一","木属性の攻撃力と回復力が1.5倍。","Wood Attribute cards ATK x1.5, RCV x1.5."
"応急処置","ドロップを消した時、回復力×3倍のHPを回復。","Heal RCV x3 as HP after every orbs elimination."
"応急処置","ドロップを消した時、回復力×3倍のHPを回復。","Heal RCV x3 as HP after every orbs elimination."
"属性強化","水、闇属性の攻撃力が2倍。","Dark & Water Attribute cards ATK x2."
"属性強化","水、闇属性の攻撃力が2倍。","Dark & Water Attribute cards ATK x2."
"ヘイスガ","ドロップ操作を3秒延長。","Increases time limit of orb movement by 3 seconds."
"ヘイスガ","ドロップ操作を3秒延長。","Increases time limit of orb movement by 3 seconds."
"コインを盗む","ダンジョン潜入時リーダーの時に入手コインが2.5倍、
ランク経験値がほんの少し上昇。","Get x1.2 experience after a battle.
Get x2.5 coins after a battle."
"コインを盗む","ダンジョン潜入時リーダーの時に入手コインが2.5倍、
ランク経験値がほんの少し上昇。","Get x1.2 experience after a battle.
Get x2.5 coins after a battle."
"無し","","No Leader Skill"
"カウンター","攻撃を受けると、たまに火属性で猛反撃。","50% chance to deal counter Fire damage of 5x damage taken."
"無し","","No Leader Skill"
"モルボルソング","ドロップを消した時、回復力×2倍のHPを回復。","Heal RCV x2 as HP after every orbs elimination."
"無し","","No Leader Skill"
"みんなのうらみ","ドロップを消した時、攻撃力×2倍の追い打ち。","Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"無し","","No Leader Skill"
"竜王の誇り","ドラゴンタイプの攻撃力が2.5倍。","Dragon Type cards ATK x2.5."
"無し","",""
"無し","",""
"無し","",""
"無し","",""
"無し","",""
"無し","",""
"Devil's Army","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Devil's Army","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Devil's Army","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Devil's Army","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Devil's Army","2x ATK for Attacker Type","Attacker Type cards ATK x2."
"Power of Firedragon","2x ATK & RCV for Fire Att.","Fire Attribute cards ATK x2, RCV x2."
"Power of Icedragon","2x ATK & RCV for Water Att.","Water Attribute cards ATK x2, RCV x2."
"Power of Flowerdragon","2x ATK & RCV for Wood Att.","Wood Attribute cards ATK x2, RCV x2."
"Power of Sundragon","2x ATK & RCV for Light Att.","Light Attribute cards ATK x2, RCV x2."
"Power of Moondragon","2x ATK & RCV for Dark Att.","Dark Attribute cards ATK x2, RCV x2."
"ファミ通Appの加護","ドロップを消した時、回復力分のHPを回復。","ドロップを消した時、回復力分のHPを回復。"
"None","","No Leader Skill"
"Burst Seven","4x ATK with 7+ combos","All Attribute cards ATK x4 when reaching 7 combos or above."
"None","","No Leader Skill"
"Ancient Turtle's Shell","Reduces damage","Reduce damage taken by 20%."
"Flame Falcon's Rush","4x ATK when 4+ Att. attack at once","All Attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark."
"Flame Falcon's Rush","4x ATK when 4+ Att. attack at once","All Attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark."
"Grace of the Nile","3x ATK when 3+ Att. attack at once","All Attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark."
"Grace of the Nile","3x ATK when 3+ Att. attack at once","All Attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark."
"Feline Combination","2.5x ATK with 4+ combos","All Attribute cards ATK x2.5 when reaching 4 combos or above."
"Feline Combination","2.5x ATK with 4+ combos","All Attribute cards ATK x2.5 when reaching 4 combos or above."
"Ray of the Sun","6x ATK when 5 Att. attack at once","All Attribute cards ATK x6 when attacking with 5 of following orb types: Fire, Water, Wood, Light & Dark."
"Ray of the Sun","6x ATK when 5 Att. attack at once","All Attribute cards ATK x6 when attacking with 5 of following orb types: Fire, Water, Wood, Light & Dark."
"Roar of the Hell Jackal","10x ATK with 10+ combos","All Attribute cards ATK x10 when reaching 10 combos or above."
"Roar of the Hell Jackal","10x ATK with 10+ combos","All Attribute cards ATK x10 when reaching 10 combos or above."
"Princess's Selfish Order","1.5x ATK & RCV for Balanced Type","Balanced Type cards ATK x1.5, RCV x1.5."
"Princess's Selfish Love","1.5x to all stats for Balanced Type","Balanced Type cards HP x1.5, ATK x1.5, RCV x1.5."
"None","","No Leader Skill"
"King's Bite","Inflicts a bonus attack equal to 2x ATK when matching Orbs","Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
